Gene,Dn,Ds,Pn,Ps,Pn.1,Ps.1,Pn.2,Ps.2,Pn.3,Ps.3,Pn.4,Ps.4,Pn.5,Ps.5,Pn.6,Ps.6,Pn.7,Ps.7,Pn.8,Ps.8,Pn.9,Ps.9
LSAA_11425,0,0,5,4,5,4,5,2,5,2,4,2,4,2,4,2,4,1,4,1,3,0
LSAA_11427,0,0,15,3,13,3,10,3,6,2,4,2,3,2,3,2,3,1,1,0,0,0
LSAA_11428,0,0,3,1,3,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
LSAA_11434,0,0,11,2,11,2,8,2,6,1,6,1,6,1,6,1,6,1,5,1,4,0
LSAA_11435,0,0,37,14,34,13,14,3,8,3,7,3,3,3,3,3,3,3,2,2,2,1
LSAA_11436,0,0,2,2,2,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11439,0,0,1,3,1,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LSAA_11444,0,0,8,11,7,11,5,10,2,9,1,5,1,5,1,5,0,1,0,0,0,0
LSAA_11446,0,0,4,6,4,6,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11447,0,0,26,9,26,9,15,4,10,4,9,2,7,2,7,2,7,1,6,1,1,0
LSAA_11449,0,0,7,6,7,6,6,3,4,3,3,3,3,3,3,3,3,3,2,3,0,1
LSAA_11450,0,0,3,13,3,12,2,5,2,4,2,3,2,3,2,3,2,3,2,2,1,2
LSAA_11451,0,0,2,13,2,13,1,9,1,8,0,7,0,7,0,7,0,7,0,5,0,5
LSAA_11452,0,0,11,3,11,3,9,2,6,2,3,0,3,0,3,0,1,0,0,0,0,0
LSAA_11455,0,0,41,14,40,14,14,8,14,7,14,7,14,4,14,4,14,3,12,3,7,3
LSAA_11457,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_11458,0,0,18,5,18,5,15,3,11,3,6,2,6,2,6,2,3,1,3,0,3,0
LSAA_1146,0,0,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11461,0,0,5,7,5,6,4,4,4,3,4,3,4,3,4,3,4,3,3,3,3,2
LSAA_11462,0,0,21,4,21,4,11,3,10,2,10,2,5,2,5,2,4,1,4,1,4,1
LSAA_11464,0,0,5,3,5,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11468,0,0,5,0,4,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_11472,0,0,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
LSAA_11475,0,0,4,10,4,9,3,5,3,3,2,3,1,3,1,3,1,2,0,2,0,0
LSAA_11479,0,0,2,5,2,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11486,0,0,4,1,3,1,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0
LSAA_11487,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11489,0,0,10,4,9,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11492,0,0,6,6,6,5,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1
LSAA_11493,0,0,5,5,5,5,3,2,3,2,2,2,2,2,2,2,2,1,2,1,0,0
LSAA_11497,0,0,8,17,7,17,2,10,2,9,2,8,2,4,2,4,2,2,2,2,1,0
LSAA_11499,0,0,15,6,15,5,15,5,15,5,15,5,4,1,4,1,4,1,4,1,4,1
LSAA_115,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11501,0,0,8,14,8,14,4,7,3,4,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11507,0,0,4,9,4,9,3,3,3,1,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_1151,0,0,12,9,10,9,10,9,4,5,4,4,3,2,3,2,3,1,2,0,2,0
LSAA_11512,0,0,7,2,7,2,3,1,3,0,2,0,2,0,2,0,2,0,1,0,0,0
LSAA_11513,0,0,5,5,5,5,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_11514,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11515,0,0,10,6,10,6,8,6,5,3,4,3,4,3,4,3,4,2,4,2,2,2
LSAA_11520,0,0,13,4,13,4,5,4,4,3,2,3,2,3,2,3,2,3,2,3,1,3
LSAA_11523,0,0,8,8,8,8,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
LSAA_11529,0,0,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_1153,0,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0
LSAA_11530,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11540,0,0,2,10,2,10,1,6,1,4,1,3,0,3,0,3,0,2,0,2,0,2
LSAA_11541,0,0,6,6,6,6,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11544,0,0,12,3,12,3,9,3,9,3,9,2,7,2,7,2,6,2,6,2,2,2
LSAA_11546,0,0,3,2,3,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_11554,0,0,3,1,3,1,2,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_1156,0,0,9,8,9,8,4,3,3,2,2,2,1,2,1,2,0,1,0,1,0,0
LSAA_11560,0,0,1,2,1,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11561,0,0,6,7,6,7,5,4,5,3,5,3,5,3,5,3,5,3,4,3,2,2
LSAA_11564,0,0,10,25,10,24,6,13,5,9,5,7,4,7,4,7,3,7,3,6,1,3
LSAA_11565,0,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
LSAA_11568,0,0,3,0,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11569,0,0,5,6,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0
LSAA_11573,0,0,5,3,5,3,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_11578,0,0,3,1,3,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,0,0
LSAA_1158,0,0,5,1,4,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1
LSAA_11581,0,0,4,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11583,0,0,6,5,6,5,4,3,4,2,4,1,4,1,4,1,3,1,2,0,2,0
LSAA_11585,0,0,4,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_11589,0,0,3,5,3,5,1,4,1,3,1,3,1,2,1,2,1,2,0,1,0,0
LSAA_1159,0,0,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2
LSAA_11590,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11594,0,0,10,1,10,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11595,0,0,5,8,4,7,2,7,2,7,2,3,2,3,2,3,2,2,2,2,0,0
LSAA_11596,0,0,4,7,4,7,2,4,1,4,1,4,1,4,1,4,1,3,0,3,0,1
LSAA_11598,0,0,6,32,6,28,4,20,3,19,1,16,1,16,1,16,1,8,1,8,1,7
LSAA_11599,0,0,3,4,3,4,2,2,2,2,2,1,2,1,2,1,2,1,1,1,0,0
LSAA_116,0,0,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11601,0,0,4,3,4,3,4,2,3,2,3,2,2,0,2,0,2,0,1,0,1,0
LSAA_11602,0,0,5,8,5,8,1,7,1,3,0,3,0,3,0,3,0,3,0,3,0,2
LSAA_11603,0,0,6,8,5,7,3,5,2,4,2,4,1,2,1,2,1,2,1,2,0,1
LSAA_11604,0,0,5,1,4,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_11608,0,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11610,0,0,6,10,5,10,3,5,3,5,3,3,3,3,3,3,3,3,2,1,2,1
LSAA_11611,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11613,0,0,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11617,0,0,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
LSAA_11621,0,0,5,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
LSAA_11622,0,0,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LSAA_11623,0,0,2,3,2,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_11624,0,0,2,6,2,6,1,4,1,2,1,2,1,2,1,2,0,1,0,1,0,1
LSAA_11630,0,0,3,6,3,6,3,4,1,4,0,4,0,4,0,4,0,3,0,3,0,0
LSAA_11631,0,0,4,8,4,8,3,4,2,2,2,2,2,1,2,1,2,1,2,0,2,0
LSAA_11635,0,0,7,0,7,0,6,0,5,0,4,0,4,0,4,0,3,0,3,0,1,0
LSAA_11636,0,0,9,1,9,1,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0
LSAA_11638,0,0,14,3,14,3,12,1,7,0,6,0,6,0,6,0,6,0,3,0,0,0
LSAA_1164,0,0,2,6,2,6,1,4,1,4,1,4,1,1,1,1,1,1,1,0,0,0
LSAA_11644,0,0,2,4,2,4,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0
LSAA_11646,0,0,25,16,24,16,15,11,12,9,11,8,9,2,9,2,7,1,6,1,5,1
LSAA_11651,0,0,10,7,10,7,4,3,4,2,4,2,4,2,4,2,4,2,3,2,3,2
LSAA_11652,0,0,7,10,6,10,3,3,3,3,3,3,3,2,3,2,3,2,3,1,2,0
LSAA_11653,0,0,12,10,11,10,6,4,5,2,5,1,5,1,5,1,5,1,5,1,5,1
LSAA_11657,0,0,6,0,6,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,3,0
LSAA_11660,0,0,2,6,2,6,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,1
LSAA_11661,0,0,2,13,2,13,2,5,2,5,2,4,2,2,2,2,2,2,2,2,2,1
LSAA_11665,0,0,7,5,7,5,5,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1
LSAA_11666,0,0,13,5,13,5,6,2,5,2,2,0,2,0,2,0,1,0,1,0,1,0
LSAA_11669,0,0,4,2,4,2,3,2,2,0,2,0,2,0,2,0,2,0,1,0,1,0
LSAA_11670,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11676,0,0,23,4,23,4,12,2,10,1,5,0,4,0,4,0,4,0,4,0,1,0
LSAA_11678,0,0,20,2,19,1,9,1,9,1,9,1,9,1,9,1,9,1,6,1,4,1
LSAA_11691,0,0,6,3,6,2,6,2,4,2,3,2,3,2,3,2,3,2,2,1,2,1
LSAA_11694,0,0,26,16,25,14,18,6,16,6,14,6,14,6,14,6,14,6,14,6,12,6
LSAA_1170,0,0,3,5,3,5,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0
LSAA_11702,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_11703,0,0,3,10,3,10,2,5,2,5,2,5,2,5,2,5,2,4,2,4,1,2
LSAA_11705,0,0,9,3,9,3,4,1,4,1,3,0,3,0,3,0,3,0,3,0,1,0
LSAA_11706,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11712,0,0,6,1,6,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11715,0,0,11,7,11,7,5,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2
LSAA_11716,0,0,5,4,5,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
LSAA_1172,0,0,6,4,6,4,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11720,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_11721,0,0,1,5,1,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
LSAA_11722,0,0,4,2,4,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1
LSAA_11723,0,0,23,4,23,4,7,1,7,1,6,0,5,0,5,0,5,0,5,0,4,0
LSAA_1173,0,0,4,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11731,0,0,2,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_11732,0,0,7,5,7,5,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0
LSAA_11737,0,0,1,2,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11739,0,0,5,5,5,4,2,3,2,2,2,1,2,1,2,1,2,1,2,1,1,1
LSAA_11747,0,0,6,3,6,3,2,1,2,1,2,1,2,1,2,1,2,0,2,0,2,0
LSAA_11750,0,0,4,6,4,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
LSAA_11754,0,0,4,0,4,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
LSAA_11755,0,0,13,21,13,21,8,11,4,3,3,3,3,3,3,3,3,3,2,2,2,2
LSAA_11756,0,0,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LSAA_11757,0,0,12,5,12,4,6,1,5,0,5,0,4,0,4,0,2,0,1,0,0,0
LSAA_1176,0,0,4,2,4,2,3,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0
LSAA_11760,0,0,5,9,4,9,3,6,3,5,3,4,3,3,3,3,2,2,2,2,0,1
LSAA_11762,0,0,4,5,4,5,2,5,0,3,0,3,0,3,0,3,0,2,0,2,0,2
LSAA_11764,0,0,5,0,5,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0
LSAA_11766,0,0,4,16,4,16,3,5,3,2,2,2,2,2,2,2,1,2,1,2,1,2
LSAA_11769,0,0,16,10,15,9,10,2,7,2,6,2,6,2,6,2,6,1,6,1,3,0
LSAA_1177,0,0,15,7,13,7,7,3,4,2,4,2,3,2,3,2,3,2,2,2,0,1
LSAA_11770,0,0,7,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11771,0,0,6,2,6,2,3,1,3,1,3,1,3,1,3,1,2,1,2,1,1,0
LSAA_11775,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11779,0,0,4,3,3,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_11783,0,0,2,5,2,5,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_1179,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11799,0,0,2,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0
LSAA_1180,0,0,7,4,7,4,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_11800,0,0,2,5,2,5,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,1
LSAA_11802,0,0,4,2,3,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_11807,0,0,13,9,13,9,5,5,4,3,3,3,3,3,3,3,3,1,3,1,3,0
LSAA_11808,0,0,3,7,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11811,0,0,7,1,7,1,5,1,5,1,4,1,0,0,0,0,0,0,0,0,0,0
LSAA_11813,0,0,11,4,11,4,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3
LSAA_11814,0,0,3,9,1,9,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,2
LSAA_11815,0,0,1,3,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LSAA_11816,0,0,10,9,9,9,5,3,5,1,5,1,5,1,5,1,5,1,5,1,1,1
LSAA_11819,0,0,4,7,3,7,0,5,0,5,0,4,0,3,0,3,0,2,0,2,0,0
LSAA_1182,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
LSAA_11821,0,0,5,8,5,8,3,3,3,3,3,1,2,1,2,1,2,1,2,1,0,0
LSAA_11824,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
LSAA_11825,0,0,2,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
LSAA_11829,0,0,42,12,39,11,30,8,25,6,25,5,25,5,25,5,22,5,17,4,15,4
LSAA_11834,0,0,8,0,8,0,5,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0
LSAA_11840,0,0,13,11,13,11,7,5,6,4,6,4,5,2,5,2,4,1,3,1,1,0
LSAA_11847,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1185,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11851,0,0,3,6,3,6,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_11852,0,0,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,2,1,2,1
LSAA_11855,0,0,2,6,2,6,0,5,0,5,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_11856,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11861,0,0,3,2,3,2,2,1,2,1,2,0,2,0,2,0,2,0,1,0,0,0
LSAA_11864,0,0,1,6,1,6,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_11865,0,0,9,4,8,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11866,0,0,7,3,7,3,4,1,3,1,2,0,2,0,2,0,2,0,2,0,1,0
LSAA_11868,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_1187,0,0,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1
LSAA_11870,0,0,4,3,4,3,3,2,1,2,1,2,1,2,1,2,1,2,0,1,0,1
LSAA_11871,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11873,0,0,5,7,5,7,1,2,1,2,1,2,1,2,1,2,1,1,1,0,1,0
LSAA_11874,0,0,2,8,2,8,1,5,1,4,1,3,1,3,1,3,1,3,1,3,0,0
LSAA_11880,0,0,7,3,7,2,4,2,3,2,3,1,3,1,3,1,1,1,0,1,0,1
LSAA_11887,0,0,4,4,4,4,2,2,2,1,2,1,2,1,2,1,1,1,1,0,1,0
LSAA_11888,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11892,0,0,2,6,2,6,2,4,1,3,1,3,1,3,1,3,0,2,0,1,0,1
LSAA_11893,0,0,9,16,9,15,4,10,2,8,2,6,1,4,1,4,0,3,0,2,0,1
LSAA_11895,0,0,5,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11896,0,0,6,13,4,13,2,9,1,8,1,8,1,8,1,8,1,8,1,8,0,5
LSAA_11900,0,0,7,5,7,5,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
LSAA_11901,0,0,5,2,5,2,4,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_11904,0,0,2,4,2,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11906,0,0,2,8,2,7,0,4,0,3,0,3,0,1,0,1,0,1,0,1,0,1
LSAA_11907,0,0,4,1,4,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11917,0,0,33,15,32,15,12,5,9,2,8,1,5,1,5,1,4,1,3,1,3,1
LSAA_11918,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11920,0,0,8,1,7,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11930,0,0,6,2,6,2,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0
LSAA_11932,0,0,8,2,7,1,7,1,5,0,5,0,5,0,5,0,3,0,3,0,2,0
LSAA_11934,0,0,8,5,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11936,0,0,27,7,26,7,13,4,10,1,10,1,10,1,10,1,9,1,7,1,6,0
LSAA_11937,0,0,17,12,17,12,8,7,8,6,8,6,3,5,3,5,2,3,2,1,1,0
LSAA_11938,0,0,21,4,21,4,11,4,11,3,9,3,6,3,6,3,6,3,5,2,2,1
LSAA_11940,0,0,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,0,1,0
LSAA_11945,0,0,3,10,3,8,1,6,1,5,1,5,1,5,1,5,1,5,1,5,0,1
LSAA_11951,0,0,5,4,5,4,3,3,2,1,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_11953,0,0,5,19,5,19,2,12,1,5,1,3,1,3,1,3,1,2,1,1,0,1
LSAA_11955,0,0,2,6,2,6,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_11959,0,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11961,0,0,6,5,6,5,4,2,2,1,2,1,2,1,2,1,1,1,1,1,0,0
LSAA_11963,0,0,5,1,5,1,3,0,2,0,2,0,2,0,2,0,2,0,1,0,0,0
LSAA_11968,0,0,9,2,6,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
LSAA_11969,0,0,7,5,6,5,3,2,3,2,3,2,2,2,2,2,2,2,2,2,0,2
LSAA_11970,0,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11971,0,0,6,0,6,0,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11972,0,0,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11977,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11980,0,0,4,1,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0
LSAA_11985,0,0,12,20,10,19,3,12,3,7,3,6,2,5,2,5,2,4,2,4,0,2
LSAA_11987,0,0,4,10,4,10,2,6,2,5,0,4,0,3,0,3,0,3,0,3,0,1
LSAA_11988,0,0,3,19,3,18,3,16,3,13,3,8,2,3,2,3,2,2,1,1,1,1
LSAA_1199,0,0,6,2,6,2,4,0,4,0,3,0,3,0,3,0,2,0,2,0,2,0
LSAA_12009,0,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_12015,0,0,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0
LSAA_12017,0,0,5,1,5,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_12019,0,0,11,2,11,2,6,1,6,1,4,1,3,1,3,1,3,1,2,0,2,0
LSAA_1202,0,0,9,4,9,4,7,2,6,2,5,1,1,1,1,1,1,1,1,1,1,1
LSAA_12024,0,0,3,5,3,4,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1
LSAA_12025,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1203,0,0,8,5,7,5,3,2,3,2,3,2,3,2,3,2,2,1,0,1,0,0
LSAA_12032,0,0,52,32,51,30,25,14,22,13,16,9,13,7,13,7,11,6,7,5,7,4
LSAA_12034,0,0,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_12038,0,0,3,0,3,0,3,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_12039,0,0,17,31,17,29,6,22,4,17,3,14,3,8,3,8,2,5,0,4,0,4
LSAA_1204,0,0,13,17,13,16,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_12040,0,0,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_12044,0,0,8,5,8,5,3,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3
LSAA_12045,0,0,4,0,4,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_12047,0,0,14,7,14,6,13,5,10,3,4,0,3,0,3,0,3,0,3,0,3,0
LSAA_12049,0,0,11,6,11,6,6,2,5,2,5,2,5,2,5,2,5,2,4,1,2,0
LSAA_12051,0,0,12,4,12,4,6,3,6,3,4,2,3,0,3,0,3,0,3,0,1,0
LSAA_12052,0,0,3,1,3,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
LSAA_12054,0,0,27,5,27,5,18,2,11,2,8,1,8,1,8,1,8,1,7,1,7,1
LSAA_12058,0,0,5,3,5,3,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_1206,0,0,5,1,5,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1
LSAA_12061,0,0,5,2,5,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_12067,0,0,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2
LSAA_1207,0,0,24,7,20,7,7,4,6,4,3,1,2,1,2,1,1,1,1,1,1,0
LSAA_12076,0,0,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_12077,0,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_12078,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_12079,0,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_1208,0,0,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
LSAA_12081,0,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
LSAA_12084,0,0,5,1,5,1,4,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1
LSAA_12086,0,0,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1209,0,0,12,11,12,11,9,9,8,8,8,7,8,7,8,7,8,7,7,7,7,6
LSAA_12092,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_12093,0,0,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_12095,0,0,7,6,7,6,4,4,3,4,3,3,2,3,2,3,2,3,2,3,1,0
LSAA_12096,0,0,1,2,1,2,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0
LSAA_12097,0,0,21,10,19,10,10,5,7,5,5,5,4,3,4,3,3,3,3,1,3,1
LSAA_12099,0,0,9,14,9,14,7,9,3,8,2,7,2,5,2,5,2,4,2,3,2,2
LSAA_1210,0,0,1,4,1,3,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,0
LSAA_12102,0,0,1,11,1,11,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2
LSAA_12103,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_12105,0,0,8,5,8,5,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_12108,0,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0
LSAA_1211,0,0,26,7,26,7,21,5,19,5,17,4,1,1,1,1,1,1,1,1,1,1
