Gene,Scaffold,Syn.sites,Non.sites,Linkage,SPM.F,SPM.Bias
LSAA_1830,HG994580.1,141.6666667,494.3333333,A,0.381857092,Unbiased
LSAA_1831,HG994580.1,275,1042,A,0.0327164,Male
LSAA_1832,HG994580.1,345.3333333,1379.666667,A,0.412497084,Unbiased
LSAA_1833,HG994580.1,69.66666667,287.3333333,A,0.384502607,Unbiased
LSAA_1834,HG994580.1,206,805,A,0.924916419,Female
LSAA_1835,HG994580.1,128.3333333,507.6666667,A,0.225012375,Unbiased
LSAA_1836,HG994580.1,401,1534,A,0.291137915,Unbiased
LSAA_1837,HG994580.1,167.3333333,645.6666667,A,0.24898235,Unbiased
LSAA_1838,HG994580.1,100.3333333,382.6666667,A,0.511153109,Unbiased
LSAA_1839,HG994580.1,529.3333333,1984.666667,A,0.443672559,Unbiased
LSAA_184,CAJNVT010000050.1,365.6666667,1296.333333,A,0.907474549,Female
LSAA_1840,HG994580.1,258,963,A,0.935380217,Female
LSAA_1841,HG994580.1,395.3333333,1596.666667,A,0.307416108,Unbiased
LSAA_1842,HG994580.1,278,1006,A,0.806766489,Female
LSAA_1843,HG994580.1,182,721,A,0.417360876,Unbiased
LSAA_1844,HG994580.1,215,772,A,0.570087077,Unbiased
LSAA_1845,HG994580.1,136.3333333,478.6666667,A,0.311425644,Unbiased
LSAA_1846,HG994580.1,933.6666667,3605.333333,A,0.168552239,Male
LSAA_1847,HG994580.1,196.6666667,814.3333333,A,0.035302593,Male
LSAA_1848,HG994580.1,492,1671,A,0.591523481,Unbiased
LSAA_1849,HG994580.1,141.3333333,578.6666667,A,1,Female
LSAA_185,CAJNVT010000050.1,169,656,A,0.44429873,Unbiased
LSAA_1850,HG994580.1,85.33333333,295.6666667,A,0.360863447,Unbiased
LSAA_1851,HG994580.1,452,1747,A,0.336180157,Unbiased
LSAA_1852,HG994580.1,409.3333333,1435.666667,A,0.457110717,Unbiased
LSAA_1853,HG994580.1,159,588,A,0.316421821,Unbiased
LSAA_1854,HG994580.1,94.66666667,337.3333333,A,0.233910887,Unbiased
LSAA_1855,HG994580.1,154.6666667,562.3333333,A,0.403211704,Unbiased
LSAA_1856,HG994580.1,421.6666667,1510.333333,A,0.124647284,Male
LSAA_1857,HG994580.1,297.6666667,1109.333333,A,0.911578352,Female
LSAA_1858,HG994580.1,113.3333333,456.6666667,A,0.343354363,Unbiased
LSAA_1859,HG994580.1,192,660,A,0.12898148,Male
LSAA_186,CAJNVT010000052.1,78.33333333,305.6666667,A,1,Female
LSAA_1860,HG994580.1,270.3333333,791.6666667,A,0.982383654,Female
LSAA_1861,HG994580.1,533,1864,A,0.526145008,Unbiased
LSAA_1862,HG994580.1,286.3333333,1138.666667,A,0.904441018,Female
LSAA_1863,HG994580.1,739,2597,A,0,Male
LSAA_1864,HG994580.1,1502.666667,5535.333333,A,0.457475987,Unbiased
LSAA_1865,HG994580.1,248.3333333,858.6666667,A,0.100200657,Male
LSAA_1866,HG994580.1,534,1866,A,NA,Unbiased
LSAA_1867,HG994580.1,2015,6934,A,0.146036547,Male
LSAA_1868,HG994580.1,425.6666667,1644.333333,A,0.386533443,Unbiased
LSAA_1869,HG994580.1,2036.333333,6708.666667,A,0.76250878,Unbiased
LSAA_187,CAJNVT010000052.1,89,289,A,0.574370793,Unbiased
LSAA_1870,HG994580.1,97,341,A,0.493276451,Unbiased
LSAA_1871,HG994580.1,124.6666667,493.3333333,A,0.701239659,Unbiased
LSAA_1872,HG994580.1,273.3333333,1130.666667,A,0.297753623,Unbiased
LSAA_1873,HG994580.1,120.3333333,437.6666667,A,0.105492641,Male
LSAA_1874,HG994580.1,296.3333333,1140.666667,A,0.661025019,Unbiased
LSAA_1875,HG994580.1,134.3333333,441.6666667,A,0.3785505,Unbiased
LSAA_1876,HG994580.1,217.6666667,736.3333333,A,0.973512178,Female
LSAA_1877,HG994580.1,69.66666667,272.3333333,A,0.580215061,Unbiased
LSAA_1878,HG994580.1,85.33333333,298.6666667,A,0.601881104,Unbiased
LSAA_1879,HG994580.1,172.3333333,700.6666667,A,1,Female
LSAA_188,CAJNVT010000053.1,390,1446,A,0.089769749,Male
LSAA_1880,HG994580.1,390,1404,A,0.48343341,Unbiased
LSAA_1881,HG994580.1,356.6666667,1260.333333,A,NA,Unbiased
LSAA_1882,HG994580.1,305.6666667,1083.333333,A,0.099122294,Male
LSAA_1883,HG994580.1,176.6666667,603.3333333,A,0.607633643,Unbiased
LSAA_1884,HG994580.1,67.66666667,259.3333333,A,0.531969433,Unbiased
LSAA_1885,HG994580.1,718,2624,A,0.084420957,Male
LSAA_1886,HG994580.1,491,1648,A,0.372463651,Unbiased
LSAA_1887,HG994580.1,299,994,A,0.39731254,Unbiased
LSAA_1888,HG994580.1,93,345,A,0.642809558,Unbiased
LSAA_1889,HG994580.1,571,2111,A,0.193528778,Male
LSAA_189,CAJNVT010000053.1,334.6666667,1201.333333,A,0.138002006,Male
LSAA_1890,HG994580.1,215.3333333,759.6666667,A,0.52170197,Unbiased
LSAA_1891,HG994580.1,517,1868,A,0.050469933,Male
LSAA_1892,HG994580.1,178.3333333,634.6666667,A,0.387211458,Unbiased
LSAA_1893,HG994580.1,183.3333333,713.6666667,A,0.121108949,Male
LSAA_1894,HG994580.1,162.6666667,596.3333333,A,0.302122892,Unbiased
LSAA_1895,HG994580.1,72,246,A,0.143115718,Male
LSAA_1896,HG994580.1,411,1326,A,0.281283842,Unbiased
LSAA_1897,HG994580.1,70,275,A,0.870392723,Female
LSAA_1898,HG994580.1,87,294,A,0.817175558,Female
LSAA_1899,HG994580.1,467.6666667,1611.333333,A,0.470746845,Unbiased
LSAA_19,CAJNVT010000002.1,701.3333333,2550.666667,A,0.02820638,Male
LSAA_190,CAJNVT010000053.1,188.3333333,732.6666667,A,0.530611111,Unbiased
LSAA_1900,HG994580.1,74.33333333,303.6666667,A,0.459551976,Unbiased
LSAA_1901,HG994580.1,332,1180,A,0.217255309,Unbiased
LSAA_1902,HG994580.1,141.6666667,542.3333333,A,0.751536301,Unbiased
LSAA_1903,HG994580.1,206.3333333,711.6666667,A,0.297871488,Unbiased
LSAA_1904,HG994580.1,318.3333333,1082.666667,A,0.550743184,Unbiased
LSAA_1905,HG994580.1,376.6666667,1339.333333,A,0.342640266,Unbiased
LSAA_1906,HG994580.1,279.6666667,1016.333333,A,0.423118984,Unbiased
LSAA_1907,HG994580.1,834.3333333,3242.666667,A,0.567210961,Unbiased
LSAA_1908,HG994580.1,308.6666667,1071.333333,A,0.565722942,Unbiased
LSAA_1909,HG994580.1,82,299,A,0.058462792,Male
LSAA_191,CAJNVT010000053.1,375,1386,A,0.553930424,Unbiased
LSAA_1910,HG994580.1,573,2016,A,0.352209085,Unbiased
LSAA_1911,HG994580.1,111,399,A,0.569038369,Unbiased
LSAA_1912,HG994580.1,622.6666667,2284.333333,A,0.347200018,Unbiased
LSAA_1913,HG994580.1,244.3333333,832.6666667,A,0.631830639,Unbiased
LSAA_1914,HG994580.1,102,414,A,0.941864133,Female
LSAA_1915,HG994580.1,257.6666667,948.3333333,A,0.217221052,Unbiased
LSAA_1916,HG994580.1,694.3333333,2548.666667,A,0.00346147,Male
LSAA_1917,HG994580.1,363.3333333,1418.666667,A,0.010287102,Male
LSAA_1918,HG994580.1,460,1640,A,0.010594537,Male
LSAA_1919,HG994580.1,1023,3660,A,0.006971608,Male
LSAA_192,CAJNVT010000053.1,90.66666667,347.3333333,A,0.534885403,Unbiased
LSAA_1920,HG994580.1,495.3333333,1622.666667,A,0.417092059,Unbiased
LSAA_1921,HG994580.1,149,577,A,0.01225389,Male
LSAA_1922,HG994580.1,1434,4935,A,0.238158988,Unbiased
LSAA_1923,HG994580.1,506.6666667,1881.333333,A,0.036390859,Male
LSAA_1924,HG994580.1,292.3333333,1045.666667,A,0.872010057,Female
LSAA_1925,HG994580.1,370.6666667,1324.333333,A,0.074784051,Male
LSAA_1926,HG994580.1,108,375,A,0.248094983,Unbiased
LSAA_1927,HG994580.1,92.66666667,357.3333333,A,0.601161562,Unbiased
LSAA_1928,HG994580.1,244.3333333,850.6666667,A,0.34329073,Unbiased
LSAA_1929,HG994580.1,68.66666667,252.3333333,A,0.258496707,Unbiased
LSAA_193,CAJNVT010000054.1,302,1066,A,1,Female
LSAA_1930,HG994580.1,1251.333333,4466.666667,A,0.502778663,Unbiased
LSAA_1931,HG994580.1,129.3333333,497.6666667,A,0.412956562,Unbiased
LSAA_1932,HG994580.1,109.6666667,418.3333333,A,0.243330317,Unbiased
LSAA_1933,HG994580.1,122.3333333,459.6666667,A,0.447606505,Unbiased
LSAA_1934,HG994580.1,319,1304,A,0.330039241,Unbiased
LSAA_1935,HG994580.1,87.66666667,326.3333333,A,0.296486936,Unbiased
LSAA_1936,HG994580.1,73.66666667,247.3333333,A,0.765157408,Unbiased
LSAA_1937,HG994580.1,112.6666667,391.3333333,A,0.655042889,Unbiased
LSAA_1938,HG994580.1,165.6666667,551.3333333,A,0.444074169,Unbiased
LSAA_1939,HG994580.1,113,463,A,0.42072214,Unbiased
LSAA_194,CAJNVT010000054.1,162,576,A,NA,Unbiased
LSAA_1940,HG994580.1,284,1066,A,0.475910109,Unbiased
LSAA_1941,HG994580.1,255.6666667,803.3333333,A,0.441501697,Unbiased
LSAA_1942,HG994580.1,83,340,A,0.429025527,Unbiased
LSAA_1943,HG994580.1,200.3333333,681.6666667,A,0.449024327,Unbiased
LSAA_1944,HG994580.1,228.6666667,893.3333333,A,0.411790666,Unbiased
LSAA_1945,HG994580.1,151.3333333,571.6666667,A,0.462864287,Unbiased
LSAA_1946,HG994580.1,385.3333333,1240.666667,A,0.508677058,Unbiased
LSAA_1947,HG994580.1,779.6666667,2667.333333,A,0,Male
LSAA_1948,HG994580.1,147,534,A,0.43187716,Unbiased
LSAA_1949,HG994580.1,91,344,A,0.532332734,Unbiased
LSAA_195,CAJNVT010000054.1,273.6666667,968.3333333,A,0.089893463,Male
LSAA_1950,HG994580.1,256,917,A,0.27056391,Unbiased
LSAA_1951,HG994580.1,116.6666667,390.3333333,A,0.115890461,Male
LSAA_1952,HG994580.1,175,608,A,0.334387091,Unbiased
LSAA_1953,HG994580.1,334.3333333,1327.666667,A,0.430475424,Unbiased
LSAA_1954,HG994580.1,151,560,A,NA,Unbiased
LSAA_1955,HG994580.1,386.6666667,1314.333333,A,0.341332604,Unbiased
LSAA_1956,HG994580.1,65.33333333,252.6666667,A,0.113972877,Male
LSAA_1957,HG994580.1,238.3333333,886.6666667,A,0.933835969,Female
LSAA_1958,HG994580.1,405.3333333,1586.666667,A,0.109214389,Male
LSAA_1959,HG994580.1,187,758,A,0.274349828,Unbiased
LSAA_196,CAJNVT010000054.1,461,1765,A,0.525638072,Unbiased
LSAA_1960,HG994580.1,90,288,A,0.162028514,Male
LSAA_1961,HG994580.1,215.3333333,825.6666667,A,0.526656676,Unbiased
LSAA_1962,HG994580.1,139.3333333,565.6666667,A,0.233869324,Unbiased
LSAA_1963,HG994580.1,73,290,A,0.40166259,Unbiased
LSAA_1964,HG994580.1,106.3333333,343.6666667,A,0.273459418,Unbiased
LSAA_1965,HG994580.1,158.3333333,600.6666667,A,0.339525081,Unbiased
LSAA_1966,HG994580.1,133.6666667,529.3333333,A,0.465680667,Unbiased
LSAA_1967,HG994580.1,168,597,A,0.392945551,Unbiased
LSAA_1968,HG994580.1,779.3333333,2664.666667,A,NA,Unbiased
LSAA_1969,HG994580.1,378.3333333,1463.666667,A,0.026597904,Male
LSAA_197,CAJNVT010000056.1,385.3333333,1261.666667,A,NA,Unbiased
LSAA_1970,HG994580.1,390.6666667,1421.333333,A,0.398963634,Unbiased
LSAA_1971,HG994580.1,715,2618,A,NA,Unbiased
LSAA_1972,HG994580.1,124.6666667,436.3333333,A,0.386131464,Unbiased
LSAA_1973,HG994580.1,79.33333333,274.6666667,A,0.008965324,Male
LSAA_1974,HG994580.1,103.6666667,367.3333333,A,0.443043346,Unbiased
LSAA_1975,HG994580.1,317.6666667,1206.333333,A,0.083698159,Male
LSAA_1976,HG994580.1,99,426,A,0.26395176,Unbiased
LSAA_1977,HG994580.1,197.3333333,702.6666667,A,0.328741695,Unbiased
LSAA_1978,HG994580.1,365.3333333,1341.666667,A,0.355270535,Unbiased
LSAA_1979,HG994580.1,136.6666667,556.3333333,A,0.460529127,Unbiased
LSAA_198,CAJNVT010000056.1,123.3333333,398.6666667,A,0.815028764,Female
LSAA_1980,HG994580.1,838.6666667,3139.333333,A,0.460144479,Unbiased
LSAA_1981,HG994580.1,271,1001,A,NA,Unbiased
LSAA_1982,HG994580.1,64.33333333,250.6666667,A,0.076841949,Male
LSAA_1983,HG994580.1,218,835,A,0.452167446,Unbiased
LSAA_1984,HG994580.1,173.6666667,669.3333333,A,0.585656969,Unbiased
LSAA_1985,HG994580.1,215.6666667,816.3333333,A,0.532302991,Unbiased
LSAA_1986,HG994580.1,97.66666667,346.3333333,A,0.977866921,Female
LSAA_1987,HG994580.1,210,819,A,0.468335247,Unbiased
LSAA_1988,HG994580.1,328.3333333,1165.666667,A,0.290797446,Unbiased
LSAA_1989,HG994580.1,104.3333333,357.6666667,A,0.469402333,Unbiased
LSAA_199,CAJNVT010000056.1,112.6666667,397.3333333,A,0.911211457,Female
LSAA_1990,HG994580.1,72.66666667,254.3333333,A,0.417867124,Unbiased
LSAA_1991,HG994580.1,187,656,A,0.305397606,Unbiased
LSAA_1992,HG994580.1,195.6666667,701.3333333,A,0.668077892,Unbiased
LSAA_1993,HG994580.1,117,441,A,NA,Unbiased
LSAA_1994,HG994580.1,557.3333333,2115.666667,A,0.611068471,Unbiased
LSAA_1995,HG994580.1,152,589,A,0.035854654,Male
LSAA_1996,HG994580.1,360,1188,A,0.154777223,Male
LSAA_1997,HG994580.1,484,1805,A,0.322623454,Unbiased
LSAA_1998,HG994580.1,224.6666667,825.3333333,A,NA,Unbiased
LSAA_1999,HG994580.1,233.3333333,828.6666667,A,0.437809516,Unbiased
LSAA_2,CAJNVT010000001.1,282,942,A,0.535723055,Unbiased
LSAA_20,CAJNVT010000003.1,176.6666667,753.3333333,A,0.729672874,Unbiased
LSAA_200,CAJNVT010000056.1,258,879,A,0.090076367,Male
LSAA_2000,HG994580.1,319,1130,A,0.481471918,Unbiased
LSAA_2001,HG994580.1,161,601,A,0.65635624,Unbiased
LSAA_2002,HG994580.1,452.3333333,1788.666667,A,0.968459546,Female
LSAA_2003,HG994580.1,1155,4044,A,0.433347306,Unbiased
LSAA_2004,HG994580.1,138,513,A,0.49386667,Unbiased
LSAA_2005,HG994580.1,586.3333333,2206.666667,A,NA,Unbiased
LSAA_2006,HG994580.1,63,249,A,0.885648058,Female
LSAA_2007,HG994580.1,219,537,A,0.051394478,Male
LSAA_2008,HG994580.1,829,2903,A,0.420287476,Unbiased
LSAA_2009,HG994580.1,319.6666667,1015.333333,A,0.532182056,Unbiased
LSAA_201,CAJNVT010000056.1,77,301,A,0.932076873,Female
LSAA_2010,HG994580.1,170.6666667,654.3333333,A,0.365660731,Unbiased
LSAA_2011,HG994580.1,184.6666667,589.3333333,A,0.658251608,Unbiased
LSAA_2012,HG994580.1,216,756,A,0.516267406,Unbiased
LSAA_2013,HG994580.1,182.3333333,618.6666667,A,0.445794326,Unbiased
LSAA_2014,HG994580.1,189.3333333,665.6666667,A,0.688437042,Unbiased
LSAA_2015,HG994580.1,69.66666667,275.3333333,A,0.364573762,Unbiased
LSAA_2016,HG994580.1,82,293,A,0.123360184,Male
LSAA_2017,HG994580.1,306.6666667,1082.333333,A,0.566190581,Unbiased
LSAA_2018,HG994580.1,680.6666667,2505.333333,A,0.086244043,Male
LSAA_2019,HG994580.1,400.3333333,1408.666667,A,0.318809387,Unbiased
LSAA_202,CAJNVT010000058.1,385,1343,A,NA,Unbiased
LSAA_2020,HG994580.1,506,1753,A,0.049945841,Male
LSAA_2021,HG994580.1,167.6666667,666.3333333,A,0.53207492,Unbiased
LSAA_2022,HG994580.1,155,550,A,0.418444282,Unbiased
LSAA_2023,HG994580.1,64,281,A,0.307202159,Unbiased
LSAA_2024,HG994580.1,197.6666667,726.3333333,A,0.999523892,Female
LSAA_2025,HG994580.1,234.6666667,887.3333333,A,0.383400713,Unbiased
LSAA_2026,HG994580.1,265.6666667,961.3333333,A,0.582361566,Unbiased
LSAA_2027,HG994580.1,331.3333333,1180.666667,A,0.526627842,Unbiased
LSAA_2028,HG994580.1,404,1453,A,0.267566789,Unbiased
LSAA_2029,HG994580.1,569.6666667,2250.333333,A,0.268761998,Unbiased
LSAA_203,CAJNVT010000061.1,556.6666667,2008.333333,A,0.783040395,Unbiased
LSAA_2030,HG994580.1,82.33333333,322.6666667,A,0.406444382,Unbiased
LSAA_2031,HG994580.1,514.6666667,1912.333333,A,5.54e-05,Male
LSAA_2032,HG994580.1,596.6666667,2286.333333,A,0.418550825,Unbiased
LSAA_2033,HG994580.1,85,281,A,0.201943877,Unbiased
LSAA_2034,HG994580.1,463.3333333,1726.666667,A,0.33757569,Unbiased
LSAA_2035,HG994580.1,430.6666667,1681.333333,A,NA,Unbiased
LSAA_2036,HG994580.1,1113.666667,4343.333333,A,NA,Unbiased
LSAA_2037,HG994580.1,92.33333333,282.6666667,A,0.628167365,Unbiased
LSAA_2038,HG994580.1,304.6666667,1138.333333,A,0.157506578,Male
LSAA_2039,HG994580.1,91.33333333,325.6666667,A,0.111610816,Male
LSAA_204,CAJNVT010000061.1,180.6666667,755.3333333,A,0.235167143,Unbiased
LSAA_2040,HG994580.1,51.33333333,176.6666667,A,0.207937665,Unbiased
LSAA_2041,HG994580.1,299,1087,A,0.863067243,Female
LSAA_2042,HG994580.1,203,700,A,0.121179411,Male
LSAA_2043,HG994580.1,141.6666667,572.3333333,A,0.431723276,Unbiased
LSAA_2044,HG994580.1,478.3333333,1609.666667,A,0.225431123,Unbiased
LSAA_2045,HG994580.1,366,1434,A,0.522667171,Unbiased
LSAA_2046,HG994580.1,177,702,A,0.369605318,Unbiased
LSAA_2047,HG994580.1,74.66666667,282.3333333,A,0.415701443,Unbiased
LSAA_2048,HG994580.1,78.33333333,233.6666667,A,0.355896884,Unbiased
LSAA_2049,HG994580.1,616,2252,A,0.583851951,Unbiased
LSAA_205,CAJNVT010000061.1,194.3333333,825.6666667,A,0.191947822,Male
LSAA_2050,HG994580.1,87,324,A,0.240306489,Unbiased
LSAA_2051,HG994580.1,345.6666667,1343.333333,A,0.290241859,Unbiased
LSAA_2052,HG994580.1,79.33333333,280.6666667,A,0.121466666,Male
LSAA_2053,HG994580.1,150.3333333,596.6666667,A,0.570399031,Unbiased
LSAA_2054,HG994580.1,881.6666667,3012.333333,A,0.33115215,Unbiased
LSAA_2055,HG994580.1,205.3333333,766.6666667,A,0.098152554,Male
LSAA_2056,HG994580.1,502,1727,A,0.297148952,Unbiased
LSAA_2057,HG994580.1,120.3333333,494.6666667,A,0.480895244,Unbiased
LSAA_2058,HG994580.1,122.3333333,462.6666667,A,0.54438983,Unbiased
LSAA_2059,HG994580.1,414,1599,A,0.426879063,Unbiased
LSAA_206,CAJNVT010000062.1,169,641,A,0.999945904,Female
LSAA_2060,HG994580.1,518.3333333,1782.666667,A,0.357097517,Unbiased
LSAA_2061,HG994580.1,298.3333333,1021.666667,A,0.667034397,Unbiased
LSAA_2062,HG994580.1,270,1044,A,0.335105621,Unbiased
LSAA_2063,HG994580.1,178.6666667,697.3333333,A,0.17706157,Male
LSAA_2064,HG994580.1,90.33333333,326.6666667,A,0.551632874,Unbiased
LSAA_2065,HG994580.1,321,1092,A,0.018934731,Male
LSAA_2066,HG994580.1,258,903,A,0.411877434,Unbiased
LSAA_2067,HG994580.1,100,347,A,0.333120038,Unbiased
LSAA_2068,HG994580.1,189.3333333,761.6666667,A,0.680843015,Unbiased
LSAA_2069,HG994580.1,249.6666667,902.3333333,A,NA,Unbiased
LSAA_207,CAJNVT010000064.1,713.3333333,2751.666667,A,0.306690604,Unbiased
LSAA_2070,HG994580.1,570.3333333,1991.666667,A,0.305935286,Unbiased
LSAA_2071,HG994580.1,815.3333333,3051.666667,A,0.284295834,Unbiased
LSAA_2072,HG994580.1,475.3333333,1597.666667,A,0.017721394,Male
LSAA_2073,HG994580.1,676.3333333,2332.666667,A,0.637308872,Unbiased
LSAA_2074,HG994580.1,323.6666667,1113.333333,A,0.06683022,Male
LSAA_2075,HG994580.1,114.6666667,428.3333333,A,0.19492283,Male
LSAA_2076,HG994580.1,459.6666667,1604.333333,A,0.222222483,Unbiased
LSAA_2077,HG994580.1,194,685,A,0.275019043,Unbiased
LSAA_2078,HG994580.1,328.6666667,1318.333333,A,0.20604434,Unbiased
LSAA_2079,HG994580.1,78.33333333,245.6666667,A,0,Male
LSAA_208,CAJNVT010000065.1,73,263,A,0.389333831,Unbiased
LSAA_2080,HG994580.1,122.3333333,411.6666667,A,0.543625823,Unbiased
LSAA_2081,HG994580.1,56.33333333,189.6666667,A,0.164279907,Male
LSAA_2082,HG994580.1,614.3333333,2286.666667,A,0.413213751,Unbiased
LSAA_2083,HG994580.1,688,2495,A,0.361316736,Unbiased
LSAA_2084,HG994580.1,143.3333333,477.6666667,A,0.977042688,Female
LSAA_2085,HG994580.1,180.6666667,560.3333333,A,0.468789591,Unbiased
LSAA_2086,HG994580.1,443,1666,A,0.042318197,Male
LSAA_2087,HG994580.1,89,364,A,0.424347578,Unbiased
LSAA_2088,HG994580.1,78,237,A,0.009005388,Male
LSAA_2089,HG994580.1,90.33333333,314.6666667,A,0.378933569,Unbiased
LSAA_209,CAJNVT010000066.1,233.6666667,837.3333333,A,0,Male
LSAA_2090,HG994580.1,342.6666667,1196.333333,A,NA,Unbiased
LSAA_2091,HG994580.1,531.3333333,1976.666667,A,0.501736806,Unbiased
LSAA_2092,HG994580.1,216,858,A,0.513817354,Unbiased
LSAA_2093,HG994580.1,297,1017,A,0.99221524,Female
LSAA_2094,HG994580.1,268.3333333,949.6666667,A,0.319283833,Unbiased
LSAA_2095,HG994580.1,196,716,A,0.372871223,Unbiased
LSAA_2096,HG994580.1,505,1979,A,0.537209986,Unbiased
LSAA_2097,HG994580.1,199.6666667,739.3333333,A,0.804341957,Female
LSAA_2098,HG994580.1,702,2505,A,0.526819685,Unbiased
LSAA_2099,HG994580.1,1207.333333,4720.666667,A,0.474998138,Unbiased
LSAA_21,CAJNVT010000003.1,253.3333333,994.6666667,A,0.110283511,Male
LSAA_210,CAJNVT010000066.1,113,406,A,0,Male
LSAA_2100,HG994580.1,574.6666667,2191.333333,A,0.367780096,Unbiased
LSAA_2101,HG994580.1,82.33333333,268.6666667,A,0.410511912,Unbiased
LSAA_2102,HG994580.1,95.66666667,330.3333333,A,0.295364917,Unbiased
LSAA_2103,HG994580.1,332,1297,A,0.997954748,Female
LSAA_2104,HG994580.1,143.3333333,531.6666667,A,0.030482103,Male
LSAA_2105,HG994580.1,311.6666667,1140.333333,A,0.192090541,Male
LSAA_2106,HG994580.1,216.6666667,815.3333333,A,0.480326995,Unbiased
LSAA_2107,HG994580.1,154.6666667,583.3333333,A,0.109718278,Male
LSAA_2108,HG994580.1,499.3333333,1690.666667,A,0.356763392,Unbiased
LSAA_2109,HG994580.1,225.6666667,911.3333333,A,0.034698225,Male
LSAA_211,CAJNVT010000066.1,608.3333333,2244.666667,A,NA,Unbiased
LSAA_2110,HG994580.1,312.3333333,1220.666667,A,0.539112251,Unbiased
LSAA_2111,HG994580.1,137.6666667,522.3333333,A,0.370052314,Unbiased
LSAA_2112,HG994580.1,216.3333333,791.6666667,A,0.2811328,Unbiased
LSAA_2113,HG994580.1,84.33333333,293.6666667,A,0.182526956,Male
LSAA_2114,HG994580.1,160.3333333,529.6666667,A,NA,Unbiased
LSAA_2115,HG994580.1,118.3333333,466.6666667,A,0.39349462,Unbiased
LSAA_2116,HG994580.1,214,821,A,0,Male
LSAA_2117,HG994580.1,76.66666667,292.3333333,A,0.489543287,Unbiased
LSAA_2118,HG994580.1,894,3003,A,0.06517959,Male
LSAA_2119,HG994580.1,189.3333333,731.6666667,A,0.999990441,Female
LSAA_212,CAJNVT010000066.1,78.66666667,260.3333333,A,NA,Unbiased
LSAA_2120,HG994580.1,327,1266,A,0.28270881,Unbiased
LSAA_2121,HG994580.1,222.3333333,743.6666667,A,0.998849015,Female
LSAA_2122,HG994580.1,378,1272,A,0.019041921,Male
LSAA_2123,HG994580.1,76,302,A,0.319612613,Unbiased
LSAA_2124,HG994580.1,330.3333333,1268.666667,A,0.558272341,Unbiased
LSAA_2125,HG994580.1,657.6666667,2381.333333,A,0.269608654,Unbiased
LSAA_2126,HG994580.1,321,1149,A,0.257977469,Unbiased
LSAA_2127,HG994580.1,800.6666667,2817.333333,A,NA,Unbiased
LSAA_2128,HG994580.1,351.3333333,1340.666667,A,0.241409756,Unbiased
LSAA_2129,HG994580.1,272.3333333,1077.666667,A,0.047766176,Male
LSAA_213,CAJNVT010000066.1,105,369,A,NA,Unbiased
LSAA_2130,HG994580.1,397.3333333,1510.666667,A,0.287695099,Unbiased
LSAA_2131,HG994580.1,133.3333333,448.6666667,A,0.354803015,Unbiased
LSAA_2132,HG994580.1,237.6666667,917.3333333,A,0.999113302,Female
LSAA_2133,HG994580.1,72.66666667,284.3333333,A,0.41280261,Unbiased
LSAA_2134,HG994580.1,84.66666667,275.3333333,A,0.20771819,Unbiased
LSAA_2135,HG994580.1,97,389,A,0.506489297,Unbiased
LSAA_2136,HG994580.1,273,930,A,0.236974267,Unbiased
LSAA_2137,HG994580.1,802.6666667,2953.333333,A,0.276516271,Unbiased
LSAA_2138,HG994580.1,462.6666667,1760.333333,A,0.213579363,Unbiased
LSAA_2139,HG994580.1,349.3333333,1222.666667,A,0.005550738,Male
LSAA_214,CAJNVT010000067.1,589.3333333,2179.666667,A,0.788442656,Unbiased
LSAA_2140,HG994580.1,173.3333333,684.6666667,A,0.459647455,Unbiased
LSAA_2141,HG994580.1,74,301,A,0.217985014,Unbiased
LSAA_2142,HG994580.1,146.6666667,555.3333333,A,0.47629061,Unbiased
LSAA_2143,HG994580.1,379.3333333,1375.666667,A,0.48649013,Unbiased
LSAA_2144,HG994580.1,170.3333333,579.6666667,A,0.989834322,Female
LSAA_2145,HG994580.1,94,335,A,0.98994531,Female
LSAA_2146,HG994580.1,978.6666667,3650.333333,A,0.456954074,Unbiased
LSAA_2147,HG994580.1,139,551,A,0.245599793,Unbiased
